,Unnamed: 0,meta,memento-datetime,url,data-type,status,1,2,memento-url,filename,downloaded,tweet_content,url-trunc
208,208,"com,twitter)/an_cabraal/status/1366299761909714955",20210302202307,https://twitter.com/an_cabraal/status/1366299761909714955,text/html,200,K6HOJ2WTH7GYCNYNCQRRABZ2AC4PTU7Q,8844,https://web.archive.org/web/20210302202307/https://twitter.com/an_cabraal/status/1366299761909714955,status-1366299761909714955-20210302202307.html,True,"Former @CBSL Deputy Governor & my friend @waw1949  has introduced “Cabraalnomics” to the Econ #lexicon & also said #SL should have a backup rescue plan. As Wije knows, I always have a Plan B & C while implementing Plan A. http://www.ft.lk/columns/Cabraalnomics-No-default-because-we-have-enough-forex-inflows-to-pay-ISBs/4-713907 … @FT_SriLanka #Cabraalnomics #lka Sir, in 2010 22kt was 50k now 100k, property also appreciated some how, most of the sock in cse same level, consider USD then and now, its encouraging FD, need more inflow any plan please We can have some confidence with @an_cabraal but not the Govt. What was the plan on greek bond last time?? And crude oil HEDGING! Why don’t you go for a TV debate with him pic.twitter.com/TBl1HC8Hwy Let's have a debate with @waw1949 
in @hirunews @NewsfirstSL ?

Are you ready? 
Ok ok u know economics Hope it's not borrowing more to settle debt like we always do. Honestly hope you have a sustainable solution by boosting exports/remittances/FDIs n cutting budget deficit below 5% by 2025.",https://twitter.com/an_cabraal/status/1366299761909714955
225,225,"com,twitter)/an_cabraal/status/1368776931999506435",20210308041426,https://twitter.com/an_cabraal/status/1368776931999506435,text/html,200,XTG24KIQIUI3A4IPJNOMQ5YM5OUELKUQ,3251,https://web.archive.org/web/20210308041426/https://twitter.com/an_cabraal/status/1368776931999506435,status-1368776931999506435-20210308041426.html,True,"CSE's market cap was about USD 20 bln in 2010. After more than 10 years of #profits and #growth, it's still well below USD 16 bln. Indicates substantial space for #investors @CSE_Media #stocks #capitalmarket #SriLankapic.twitter.com/9aYF4WjtXA",https://twitter.com/an_cabraal/status/1368776931999506435
228,228,"com,twitter)/an_cabraal/status/1369636101422452739",20210310130811,https://twitter.com/an_cabraal/status/1369636101422452739,text/html,200,DJ3ACHEJDKSPWX7WZ7JG6XIB3Z5D6SPP,9046,https://web.archive.org/web/20210310130811/https://twitter.com/an_cabraal/status/1369636101422452739,status-1369636101422452739-20210310130811.html,True,Happy to confirm that the People's Bank of China has approved a #SWAP facility of 10 billion #Yuan (USD 1.5 billion) to the Central Bank of Sri Lanka. @CBSL @ChinaEmbSL #lka #SriLanka #China #economicrecoveryplan #GOSL,https://twitter.com/an_cabraal/status/1369636101422452739
235,235,"com,twitter)/an_cabraal/status/1370277354656821254",20210524200913,https://twitter.com/an_cabraal/status/1370277354656821254,text/html,200,6FBHMV65UIZYMNGBUBWREU2DNG3DHHJU,6473,https://web.archive.org/web/20210524200913/https://twitter.com/an_cabraal/status/1370277354656821254,status-1370277354656821254-20210524200913.html,True,"An year's #moratorium should have been given to #emerging nations by multi-lateral lending institutions, to deal with the economic fall-out of the Pandemic. #GoSL #COVID19LK #SriLanka #debtpic.twitter.com/NijjGMBOKS If a year’s moratorium is given, you guys will still manage to screw that up as well  Market nisa minissu ada vinasa wela But you and @CBSL confident about loan repayment and boasting about our FC reserves to the media noh.
What has happened now? If could be obtained without altering the prevailing CREDIT RATING, it must be a good solution to SL debt crises. Well said Mr Cabral. Before stock market world number 1 ya then how the hell economics fall out came...  ????  Open mouth with jatyantara kumantrana. Now begging what a shame even beg nobody is giving  where is that tool to balance the USD???  We should have been prepared for all eventualities & have systems in place to create wealth not debt",https://twitter.com/an_cabraal/status/1370277354656821254
248,248,"com,twitter)/an_cabraal/status/1373324803998814212",20210320172533,https://twitter.com/an_cabraal/status/1373324803998814212,text/html,200,YKBILWLJRHYINSBJOW5QOB3NPZZYEPGL,2765,https://web.archive.org/web/20210320172533/https://twitter.com/an_cabraal/status/1373324803998814212,status-1373324803998814212-20210320172533.html,True,"#SriLanka signed 6 MoU w/ #Bangaladesh today for strengthening youth development, agricultural research, exchange of professional knowledge, training of health nursing staff, international cooperation study & an interchange cultural program for 2021-2025. #NationalMartyrsMemorialpic.twitter.com/AsRdaX185F",https://twitter.com/an_cabraal/status/1373324803998814212
280,280,"com,twitter)/an_cabraal/status/1375307590314254339",20210328124938,https://twitter.com/an_cabraal/status/1375307590314254339,text/html,200,ZN7AWWXHNNR3JEI4UABPWTJ5CODPO3RW,4300,https://web.archive.org/web/20210328124938/https://twitter.com/an_cabraal/status/1375307590314254339,status-1375307590314254339-20210328124938.html,True,Had a productive meeting with a cross-section of #Company Secretaries to discuss issues faced by them. Registrar of Companies and his team were very cooperative and we  found solutions to almost all their issues. #SriLanka #GoSL #economicrecoveryplan Why is the registrar of company sending some applications for registration to defence ministry for clearance? Under which section of the Act is he empowered to do that? Any Boi project or investment should be a minimum of 2m dollars to stop us been swamped by gram stores muscat shops and saree shops,https://twitter.com/an_cabraal/status/1375307590314254339
281,281,"com,twitter)/an_cabraal/status/1375307590314254339",20210329013017,https://twitter.com/an_cabraal/status/1375307590314254339,text/html,200,UJQ34LI42EMR57LA7WLOXCKCT3ZBCPVB,4498,https://web.archive.org/web/20210329013017/https://twitter.com/an_cabraal/status/1375307590314254339,status-1375307590314254339-20210329013017.html,True,Had a productive meeting with a cross-section of #Company Secretaries to discuss issues faced by them. Registrar of Companies and his team were very cooperative and we  found solutions to almost all their issues. #SriLanka #GoSL #economicrecoveryplan Why is the registrar of company sending some applications for registration to defence ministry for clearance? Under which section of the Act is he empowered to do that? Any Boi project or investment should be a minimum of 2m dollars to stop us been swamped by gram stores muscat shops and saree shops,https://twitter.com/an_cabraal/status/1375307590314254339
282,282,"com,twitter)/an_cabraal/status/1375307590314254339",20210330201749,https://twitter.com/an_cabraal/status/1375307590314254339,text/html,200,4AUAM6EBBJP44VOXBQPT4ZE6GEL2W2DF,4761,https://web.archive.org/web/20210330201749/https://twitter.com/an_cabraal/status/1375307590314254339,status-1375307590314254339-20210330201749.html,True,Had a productive meeting with a cross-section of #Company Secretaries to discuss issues faced by them. Registrar of Companies and his team were very cooperative and we  found solutions to almost all their issues. #SriLanka #GoSL #economicrecoveryplan Why is the registrar of company sending some applications for registration to defence ministry for clearance? Under which section of the Act is he empowered to do that? Any Boi project or investment should be a minimum of 2m dollars to stop us been swamped by gram stores muscat shops and saree shops,https://twitter.com/an_cabraal/status/1375307590314254339
289,289,"com,twitter)/an_cabraal/status/1378926033039097856",20210405042251,https://twitter.com/an_cabraal/status/1378926033039097856,text/html,200,EPFOKURHQQ4QKK4M4NT7EN3U2PGMG2RH,13743,https://web.archive.org/web/20210405042251/https://twitter.com/an_cabraal/status/1378926033039097856,status-1378926033039097856-20210405042251.html,True,Multi-lateral institutions seem to be finally heeding the call of emerging nations to deal with the economic fall-out of the #COVID19Pandemic via a #global response - New allocation of #SDRs for USD 650 billion proposed by @IMFNews #SriLanka #GoSL #economicrecoveryplan,https://twitter.com/an_cabraal/status/1378926033039097856
307,307,"com,twitter)/an_cabraal/status/1384065859447001091",20210520050245,https://twitter.com/an_cabraal/status/1384065859447001091,text/html,200,4K5V62426MIE2U52P6ND5VVKBE3WQCLI,7482,https://web.archive.org/web/20210520050245/https://twitter.com/an_cabraal/status/1384065859447001091,status-1384065859447001091-20210520050245.html,True,"SL Rupee further appreciated against US Dollar today. Current buying and selling rates of US Dollar are Rs.187.93 &  191.97 respectively - CBSL
We are a Government that does what it says. @HarshadeSilvaMP @FitchRatings @MoodysInvSvc #Rupee #SriLanka #GoSL #economicrecoveryplan Great sir Hats off to your efforts... Stability ia what we need. Fingers crossed. Great Job and excellent strategy what's the strategy? So how was it done exactly sir? By getting a $500m loan from China...any other initiative? Would be good to know  how long will it act as a support to stabilize the rupee and what can we expect in the next 6 months. Need buildup local producers in each sector & recovery of the Tourism sector, able to limit external vulnerability. Sound reserve management practices important for increasing a country's overall resilience to shocks. hope that we can collectively appreciate the Rupee value by another Rs.10 against USD $...... Thumbs up....! 
If we can stabilize rupee value LKR against $  gradually will be reducing all the bad patches It's unbelievable with so much money printing",https://twitter.com/an_cabraal/status/1384065859447001091
308,308,"com,twitter)/an_cabraal/status/1384065859447001091",20210902031538,https://twitter.com/an_cabraal/status/1384065859447001091,text/html,200,RZBT3OBQ4FZMTJ4DS65RMY2CAYDUTZ3Q,6847,https://web.archive.org/web/20210902031538/https://twitter.com/an_cabraal/status/1384065859447001091,status-1384065859447001091-20210902031538.html,True,"SL Rupee further appreciated against US Dollar today. Current buying and selling rates of US Dollar are Rs.187.93 &  191.97 respectively - CBSL
We are a Government that does what it says. @HarshadeSilvaMP @FitchRatings @MoodysInvSvc #Rupee #SriLanka #GoSL #economicrecoveryplan Great sir Hats off to your efforts... Stability ia what we need. Fingers crossed. Great Job and excellent strategy what's the strategy? So how was it done exactly sir? By getting a $500m loan from China...any other initiative? Would be good to know  how long will it act as a support to stabilize the rupee and what can we expect in the next 6 months. Need buildup local producers in each sector & recovery of the Tourism sector, able to limit external vulnerability. Sound reserve management practices important for increasing a country's overall resilience to shocks. hope that we can collectively appreciate the Rupee value by another Rs.10 against USD $...... Thumbs up....! 
If we can stabilize rupee value LKR against $  gradually will be reducing all the bad patches Then what went wrong with the Greek Bonds back in recent past??? Also the hedging issue??? Can you elaborate and explain same like you explained about someone working in Port City yesterday????

Other thing why didn't we take a loan from IMF or any other country???",https://twitter.com/an_cabraal/status/1384065859447001091
309,309,"com,twitter)/an_cabraal/status/1384065859447001091",20210903031058,https://twitter.com/an_cabraal/status/1384065859447001091,text/html,200,TPL7HEROBLQDMXQDIB6RFQLL4VTMBKMG,7193,https://web.archive.org/web/20210903031058/https://twitter.com/an_cabraal/status/1384065859447001091,status-1384065859447001091-20210903031058.html,True,"SL Rupee further appreciated against US Dollar today. Current buying and selling rates of US Dollar are Rs.187.93 &  191.97 respectively - CBSL
We are a Government that does what it says. @HarshadeSilvaMP @FitchRatings @MoodysInvSvc #Rupee #SriLanka #GoSL #economicrecoveryplan Great Job and excellent strategy what's the strategy? So how was it done exactly sir? By getting a $500m loan from China...any other initiative? Would be good to know  how long will it act as a support to stabilize the rupee and what can we expect in the next 6 months. Thumbs up....! 
If we can stabilize rupee value LKR against $  gradually will be reducing all the bad patches How stupid can some people think that a 500million loan is the way to appreciate the value of a currency. This is only a way to get colonised to another country.  End of the day USD has moved up to 194 and 200 respectively  tomorrow even further  Sir , you are tweeting when it’s appreciated thanks for that at the same time when it depreciate pls tweet us so that we can sale our dollars A government doing what it says, 'did you mean borrowing money??? Ajiya , we are so proud of you man. Hopefully you get more loans when it hits Rs.200 again. You killing it .",https://twitter.com/an_cabraal/status/1384065859447001091
310,310,"com,twitter)/an_cabraal/status/1384065859447001091",20210903192834,https://twitter.com/an_cabraal/status/1384065859447001091,text/html,200,NIXWTYZOHVIKJCA7ARP3B5XDTENBO362,7276,https://web.archive.org/web/20210903192834/https://twitter.com/an_cabraal/status/1384065859447001091,status-1384065859447001091-20210903192834.html,True,"SL Rupee further appreciated against US Dollar today. Current buying and selling rates of US Dollar are Rs.187.93 &  191.97 respectively - CBSL
We are a Government that does what it says. @HarshadeSilvaMP @FitchRatings @MoodysInvSvc #Rupee #SriLanka #GoSL #economicrecoveryplan Great Job and excellent strategy what's the strategy? So how was it done exactly sir? By getting a $500m loan from China...any other initiative? Would be good to know  how long will it act as a support to stabilize the rupee and what can we expect in the next 6 months. Need buildup local producers in each sector & recovery of the Tourism sector, able to limit external vulnerability. Sound reserve management practices important for increasing a country's overall resilience to shocks. hope that we can collectively appreciate the Rupee value by another Rs.10 against USD $...... Thumbs up....! 
If we can stabilize rupee value LKR against $  gradually will be reducing all the bad patches Once tourism and expat remittances pick up it should strengthen further. How stupid can some people think that a 500million loan is the way to appreciate the value of a currency. This is only a way to get colonised to another country.  End of the day USD has moved up to 194 and 200 respectively  tomorrow even further ",https://twitter.com/an_cabraal/status/1384065859447001091
311,311,"com,twitter)/an_cabraal/status/1384065859447001091",20210904031045,https://twitter.com/an_cabraal/status/1384065859447001091,text/html,200,GDTZ7XNYFW24XWBILZLQ5WDA6FZZXQ5Z,6665,https://web.archive.org/web/20210904031045/https://twitter.com/an_cabraal/status/1384065859447001091,status-1384065859447001091-20210904031045.html,True,"SL Rupee further appreciated against US Dollar today. Current buying and selling rates of US Dollar are Rs.187.93 &  191.97 respectively - CBSL
We are a Government that does what it says. @HarshadeSilvaMP @FitchRatings @MoodysInvSvc #Rupee #SriLanka #GoSL #economicrecoveryplan Great sir Hats off to your efforts... Stability ia what we need. Fingers crossed. Great Job and excellent strategy what's the strategy? So how was it done exactly sir? By getting a $500m loan from China...any other initiative? Would be good to know  how long will it act as a support to stabilize the rupee and what can we expect in the next 6 months. Need buildup local producers in each sector & recovery of the Tourism sector, able to limit external vulnerability. Sound reserve management practices important for increasing a country's overall resilience to shocks. hope that we can collectively appreciate the Rupee value by another Rs.10 against USD $...... Thumbs up....! 
If we can stabilize rupee value LKR against $  gradually will be reducing all the bad patches Then what went wrong with the Greek Bonds back in recent past??? Also the hedging issue??? Can you elaborate and explain same like you explained about someone working in Port City yesterday????

Other thing why didn't we take a loan from IMF or any other country???",https://twitter.com/an_cabraal/status/1384065859447001091
312,312,"com,twitter)/an_cabraal/status/1384065859447001091",20210904183646,https://twitter.com/an_cabraal/status/1384065859447001091,text/html,200,VH4X4MOAAMXZHE4H44VVGKGIR3X3ZYLG,6618,https://web.archive.org/web/20210904183646/https://twitter.com/an_cabraal/status/1384065859447001091,status-1384065859447001091-20210904183646.html,True,"SL Rupee further appreciated against US Dollar today. Current buying and selling rates of US Dollar are Rs.187.93 &  191.97 respectively - CBSL
We are a Government that does what it says. @HarshadeSilvaMP @FitchRatings @MoodysInvSvc #Rupee #SriLanka #GoSL #economicrecoveryplan Great sir Hats off to your efforts... Stability ia what we need. Fingers crossed. Great Job and excellent strategy what's the strategy? So how was it done exactly sir? By getting a $500m loan from China...any other initiative? Would be good to know  how long will it act as a support to stabilize the rupee and what can we expect in the next 6 months. Need buildup local producers in each sector & recovery of the Tourism sector, able to limit external vulnerability. Sound reserve management practices important for increasing a country's overall resilience to shocks. hope that we can collectively appreciate the Rupee value by another Rs.10 against USD $...... Thumbs up....! 
If we can stabilize rupee value LKR against $  gradually will be reducing all the bad patches Then what went wrong with the Greek Bonds back in recent past??? Also the hedging issue??? Can you elaborate and explain same like you explained about someone working in Port City yesterday????

Other thing why didn't we take a loan from IMF or any other country???",https://twitter.com/an_cabraal/status/1384065859447001091
313,313,"com,twitter)/an_cabraal/status/1384065859447001091",20220308053800,https://twitter.com/an_cabraal/status/1384065859447001091,text/html,200,AW2AKTQRCCIQL3DMFCL2NL4G7MOC55LB,8218,https://web.archive.org/web/20220308053800/https://twitter.com/an_cabraal/status/1384065859447001091,status-1384065859447001091-20220308053800.html,True,"SL Rupee further appreciated against US Dollar today. Current buying and selling rates of US Dollar are Rs.187.93 &  191.97 respectively - CBSL
We are a Government that does what it says. @HarshadeSilvaMP @FitchRatings @MoodysInvSvc #Rupee #SriLanka #GoSL #economicrecoveryplan Great sir Hats off to your efforts... Stability ia what we need. Fingers crossed. Great Job and excellent strategy what's the strategy? So how was it done exactly sir? By getting a $500m loan from China...any other initiative? Would be good to know  how long will it act as a support to stabilize the rupee and what can we expect in the next 6 months. Need buildup local producers in each sector & recovery of the Tourism sector, able to limit external vulnerability. Sound reserve management practices important for increasing a country's overall resilience to shocks. hope that we can collectively appreciate the Rupee value by another Rs.10 against USD $...... Thumbs up....! 
If we can stabilize rupee value LKR against $  gradually will be reducing all the bad patches Then what went wrong with the Greek Bonds back in recent past??? Also the hedging issue??? Can you elaborate and explain same like you explained about someone working in Port City yesterday????

Other thing why didn't we take a loan from IMF or any other country???",https://twitter.com/an_cabraal/status/1384065859447001091
314,314,"com,twitter)/an_cabraal/status/1384065859447001091",20220308184329,https://twitter.com/an_cabraal/status/1384065859447001091,text/html,200,SJUOWYMFAK4QSGLTZFYL4T7SGSU55SJC,8747,https://web.archive.org/web/20220308184329/https://twitter.com/an_cabraal/status/1384065859447001091,status-1384065859447001091-20220308184329.html,True,"SL Rupee further appreciated against US Dollar today. Current buying and selling rates of US Dollar are Rs.187.93 &  191.97 respectively - CBSL
We are a Government that does what it says. @HarshadeSilvaMP @FitchRatings @MoodysInvSvc #Rupee #SriLanka #GoSL #economicrecoveryplan Great Job and excellent strategy what's the strategy? So how was it done exactly sir? By getting a $500m loan from China...any other initiative? Would be good to know  how long will it act as a support to stabilize the rupee and what can we expect in the next 6 months. Thumbs up....! 
If we can stabilize rupee value LKR against $  gradually will be reducing all the bad patches How stupid can some people think that a 500million loan is the way to appreciate the value of a currency. This is only a way to get colonised to another country.  End of the day USD has moved up to 194 and 200 respectively  tomorrow even further  Sir , you are tweeting when it’s appreciated thanks for that at the same time when it depreciate pls tweet us so that we can sale our dollars A government doing what it says, 'did you mean borrowing money??? Ajiya , we are so proud of you man. Hopefully you get more loans when it hits Rs.200 again. You killing it .",https://twitter.com/an_cabraal/status/1384065859447001091
315,315,"com,twitter)/an_cabraal/status/1384065859447001091",20220310184306,https://twitter.com/an_cabraal/status/1384065859447001091,text/html,200,GTIT5E27BZPVTX7H4CAH6QBFLGYMBZBA,11206,https://web.archive.org/web/20220310184306/https://twitter.com/an_cabraal/status/1384065859447001091,status-1384065859447001091-20220310184306.html,True,"SL Rupee further appreciated against US Dollar today. Current buying and selling rates of US Dollar are Rs.187.93 &  191.97 respectively - CBSL
We are a Government that does what it says. @HarshadeSilvaMP @FitchRatings @MoodysInvSvc #Rupee #SriLanka #GoSL #economicrecoveryplan Great Job and excellent strategy what's the strategy? So how was it done exactly sir? By getting a $500m loan from China...any other initiative? Would be good to know  how long will it act as a support to stabilize the rupee and what can we expect in the next 6 months. Thumbs up....! 
If we can stabilize rupee value LKR against $  gradually will be reducing all the bad patches How stupid can some people think that a 500million loan is the way to appreciate the value of a currency. This is only a way to get colonised to another country.  End of the day USD has moved up to 194 and 200 respectively  tomorrow even further  Sir , you are tweeting when it’s appreciated thanks for that at the same time when it depreciate pls tweet us so that we can sale our dollars A government doing what it says, 'did you mean borrowing money??? Ajiya , we are so proud of you man. Hopefully you get more loans when it hits Rs.200 again. You killing it .",https://twitter.com/an_cabraal/status/1384065859447001091
316,316,"com,twitter)/an_cabraal/status/1384065859447001091",20220330141148,https://twitter.com/an_cabraal/status/1384065859447001091,text/html,200,RXK6ZSWRPZBURNQ75Y2TOU5ZQ4SNQ4G2,7662,https://web.archive.org/web/20220330141148/https://twitter.com/an_cabraal/status/1384065859447001091,status-1384065859447001091-20220330141148.html,True,"SL Rupee further appreciated against US Dollar today. Current buying and selling rates of US Dollar are Rs.187.93 &  191.97 respectively - CBSL
We are a Government that does what it says. @HarshadeSilvaMP @FitchRatings @MoodysInvSvc #Rupee #SriLanka #GoSL #economicrecoveryplan Great sir Hats off to your efforts... Stability ia what we need. Fingers crossed. Great Job and excellent strategy what's the strategy? So how was it done exactly sir? By getting a $500m loan from China...any other initiative? Would be good to know  how long will it act as a support to stabilize the rupee and what can we expect in the next 6 months. Need buildup local producers in each sector & recovery of the Tourism sector, able to limit external vulnerability. Sound reserve management practices important for increasing a country's overall resilience to shocks. hope that we can collectively appreciate the Rupee value by another Rs.10 against USD $...... Thumbs up....! 
If we can stabilize rupee value LKR against $  gradually will be reducing all the bad patches Then what went wrong with the Greek Bonds back in recent past??? Also the hedging issue??? Can you elaborate and explain same like you explained about someone working in Port City yesterday????

Other thing why didn't we take a loan from IMF or any other country???",https://twitter.com/an_cabraal/status/1384065859447001091
