,Unnamed: 0,meta,memento-datetime,url,data-type,status,1,2,memento-url,filename,downloaded,tweet_content,url-trunc
305,305,"com,twitter)/an_cabraal/status/1382680733001555970",20210415130402,https://twitter.com/an_cabraal/status/1382680733001555970,text/html,200,ZWI67KMEEP3ZHNUWTQ2CAMCISQHFIUBT,2960,https://web.archive.org/web/20210415130402/https://twitter.com/an_cabraal/status/1382680733001555970,status-1382680733001555970-20210415130402.html,True,Rating agencies & some #Investment Banks must be quite embarassed that their #clients had suffered major losses due to their recent hasty & ill-advised reports about the Sri Lankan credit. #SriLanka @CBSL @FitchRatings @Reuters @IMFNews @MoodysInvSvc #GoSLhttps://www.reuters.com/article/sri-lanka-bonds-idUSL1N2M51VK …,https://twitter.com/an_cabraal/status/1382680733001555970
308,308,"com,twitter)/an_cabraal/status/1384065859447001091",20210902031538,https://twitter.com/an_cabraal/status/1384065859447001091,text/html,200,RZBT3OBQ4FZMTJ4DS65RMY2CAYDUTZ3Q,6847,https://web.archive.org/web/20210902031538/https://twitter.com/an_cabraal/status/1384065859447001091,status-1384065859447001091-20210902031538.html,True,"SL Rupee further appreciated against US Dollar today. Current buying and selling rates of US Dollar are Rs.187.93 &  191.97 respectively - CBSL
We are a Government that does what it says. @HarshadeSilvaMP @FitchRatings @MoodysInvSvc #Rupee #SriLanka #GoSL #economicrecoveryplan Great sir Hats off to your efforts... Stability ia what we need. Fingers crossed. Great Job and excellent strategy what's the strategy? So how was it done exactly sir? By getting a $500m loan from China...any other initiative? Would be good to know  how long will it act as a support to stabilize the rupee and what can we expect in the next 6 months. Need buildup local producers in each sector & recovery of the Tourism sector, able to limit external vulnerability. Sound reserve management practices important for increasing a country's overall resilience to shocks. hope that we can collectively appreciate the Rupee value by another Rs.10 against USD $...... Thumbs up....! 
If we can stabilize rupee value LKR against $  gradually will be reducing all the bad patches Then what went wrong with the Greek Bonds back in recent past??? Also the hedging issue??? Can you elaborate and explain same like you explained about someone working in Port City yesterday????

Other thing why didn't we take a loan from IMF or any other country???",https://twitter.com/an_cabraal/status/1384065859447001091
311,311,"com,twitter)/an_cabraal/status/1384065859447001091",20210904031045,https://twitter.com/an_cabraal/status/1384065859447001091,text/html,200,GDTZ7XNYFW24XWBILZLQ5WDA6FZZXQ5Z,6665,https://web.archive.org/web/20210904031045/https://twitter.com/an_cabraal/status/1384065859447001091,status-1384065859447001091-20210904031045.html,True,"SL Rupee further appreciated against US Dollar today. Current buying and selling rates of US Dollar are Rs.187.93 &  191.97 respectively - CBSL
We are a Government that does what it says. @HarshadeSilvaMP @FitchRatings @MoodysInvSvc #Rupee #SriLanka #GoSL #economicrecoveryplan Great sir Hats off to your efforts... Stability ia what we need. Fingers crossed. Great Job and excellent strategy what's the strategy? So how was it done exactly sir? By getting a $500m loan from China...any other initiative? Would be good to know  how long will it act as a support to stabilize the rupee and what can we expect in the next 6 months. Need buildup local producers in each sector & recovery of the Tourism sector, able to limit external vulnerability. Sound reserve management practices important for increasing a country's overall resilience to shocks. hope that we can collectively appreciate the Rupee value by another Rs.10 against USD $...... Thumbs up....! 
If we can stabilize rupee value LKR against $  gradually will be reducing all the bad patches Then what went wrong with the Greek Bonds back in recent past??? Also the hedging issue??? Can you elaborate and explain same like you explained about someone working in Port City yesterday????

Other thing why didn't we take a loan from IMF or any other country???",https://twitter.com/an_cabraal/status/1384065859447001091
312,312,"com,twitter)/an_cabraal/status/1384065859447001091",20210904183646,https://twitter.com/an_cabraal/status/1384065859447001091,text/html,200,VH4X4MOAAMXZHE4H44VVGKGIR3X3ZYLG,6618,https://web.archive.org/web/20210904183646/https://twitter.com/an_cabraal/status/1384065859447001091,status-1384065859447001091-20210904183646.html,True,"SL Rupee further appreciated against US Dollar today. Current buying and selling rates of US Dollar are Rs.187.93 &  191.97 respectively - CBSL
We are a Government that does what it says. @HarshadeSilvaMP @FitchRatings @MoodysInvSvc #Rupee #SriLanka #GoSL #economicrecoveryplan Great sir Hats off to your efforts... Stability ia what we need. Fingers crossed. Great Job and excellent strategy what's the strategy? So how was it done exactly sir? By getting a $500m loan from China...any other initiative? Would be good to know  how long will it act as a support to stabilize the rupee and what can we expect in the next 6 months. Need buildup local producers in each sector & recovery of the Tourism sector, able to limit external vulnerability. Sound reserve management practices important for increasing a country's overall resilience to shocks. hope that we can collectively appreciate the Rupee value by another Rs.10 against USD $...... Thumbs up....! 
If we can stabilize rupee value LKR against $  gradually will be reducing all the bad patches Then what went wrong with the Greek Bonds back in recent past??? Also the hedging issue??? Can you elaborate and explain same like you explained about someone working in Port City yesterday????

Other thing why didn't we take a loan from IMF or any other country???",https://twitter.com/an_cabraal/status/1384065859447001091
313,313,"com,twitter)/an_cabraal/status/1384065859447001091",20220308053800,https://twitter.com/an_cabraal/status/1384065859447001091,text/html,200,AW2AKTQRCCIQL3DMFCL2NL4G7MOC55LB,8218,https://web.archive.org/web/20220308053800/https://twitter.com/an_cabraal/status/1384065859447001091,status-1384065859447001091-20220308053800.html,True,"SL Rupee further appreciated against US Dollar today. Current buying and selling rates of US Dollar are Rs.187.93 &  191.97 respectively - CBSL
We are a Government that does what it says. @HarshadeSilvaMP @FitchRatings @MoodysInvSvc #Rupee #SriLanka #GoSL #economicrecoveryplan Great sir Hats off to your efforts... Stability ia what we need. Fingers crossed. Great Job and excellent strategy what's the strategy? So how was it done exactly sir? By getting a $500m loan from China...any other initiative? Would be good to know  how long will it act as a support to stabilize the rupee and what can we expect in the next 6 months. Need buildup local producers in each sector & recovery of the Tourism sector, able to limit external vulnerability. Sound reserve management practices important for increasing a country's overall resilience to shocks. hope that we can collectively appreciate the Rupee value by another Rs.10 against USD $...... Thumbs up....! 
If we can stabilize rupee value LKR against $  gradually will be reducing all the bad patches Then what went wrong with the Greek Bonds back in recent past??? Also the hedging issue??? Can you elaborate and explain same like you explained about someone working in Port City yesterday????

Other thing why didn't we take a loan from IMF or any other country???",https://twitter.com/an_cabraal/status/1384065859447001091
316,316,"com,twitter)/an_cabraal/status/1384065859447001091",20220330141148,https://twitter.com/an_cabraal/status/1384065859447001091,text/html,200,RXK6ZSWRPZBURNQ75Y2TOU5ZQ4SNQ4G2,7662,https://web.archive.org/web/20220330141148/https://twitter.com/an_cabraal/status/1384065859447001091,status-1384065859447001091-20220330141148.html,True,"SL Rupee further appreciated against US Dollar today. Current buying and selling rates of US Dollar are Rs.187.93 &  191.97 respectively - CBSL
We are a Government that does what it says. @HarshadeSilvaMP @FitchRatings @MoodysInvSvc #Rupee #SriLanka #GoSL #economicrecoveryplan Great sir Hats off to your efforts... Stability ia what we need. Fingers crossed. Great Job and excellent strategy what's the strategy? So how was it done exactly sir? By getting a $500m loan from China...any other initiative? Would be good to know  how long will it act as a support to stabilize the rupee and what can we expect in the next 6 months. Need buildup local producers in each sector & recovery of the Tourism sector, able to limit external vulnerability. Sound reserve management practices important for increasing a country's overall resilience to shocks. hope that we can collectively appreciate the Rupee value by another Rs.10 against USD $...... Thumbs up....! 
If we can stabilize rupee value LKR against $  gradually will be reducing all the bad patches Then what went wrong with the Greek Bonds back in recent past??? Also the hedging issue??? Can you elaborate and explain same like you explained about someone working in Port City yesterday????

Other thing why didn't we take a loan from IMF or any other country???",https://twitter.com/an_cabraal/status/1384065859447001091
333,333,"com,twitter)/an_cabraal/status/1396391134927130624",20210523183853,https://twitter.com/an_cabraal/status/1396391134927130624,text/html,200,KJQTP7FVFLTLIH6JNJ7DSCPYMQNRZ6OV,8373,https://web.archive.org/web/20210523183853/https://twitter.com/an_cabraal/status/1396391134927130624,status-1396391134927130624-20210523183853.html,True,"True friends assist in good times and not so good times. Sri Lanka to receive 500,000 free doses of #Sinopharm vaccine from China tomorrow. We thank #China for its continued support to Sri Lanka.  @ChinaEmbSL #SriLanka #COVID19LK #vaccineshttps://twitter.com/ChinaEmbSL/status/1396343987795992576 … 谢谢中国 pic.twitter.com/us50nc3yOs 10 years later we see..   pushpa foundation  ...... Kings and queens  in the historical tambapani also did same history repeats  True friends!?. So your true friend is the Chinese who gave the world the virus and now gives vaccines? Good good. Must be giving you lots of personal gifts and stuff too. Sir, you of all people should know that theres nothing called a free lunch. 
Either you have lost touch with the basics of economics or you know its a lost cause. 
Sadly I guess its the latter. 
#SriLanka #Politics #LandLikeNoOther He has lost nothing  he's a talented man, read up on Greek bonds. How his economics mastermind brought huge returns for us out of love for his people In this world nothing free.... need to put some food in fishing hook for fishing Mr. Cabraal any data on effectiveness of Sinopharm against indian variant? Sri Lankan's are well rejoiced when we receive anything free probably with Hidden Agendas. When will the Sri Lankan's begging / enjoying mentality end? Instead why our so called expert cannot try to make any vaccines LOCALLY or to give the priority to test/use any local products? Thank you China. I know soon you will write off our debt. A true friend.",https://twitter.com/an_cabraal/status/1396391134927130624
352,352,"com,twitter)/an_cabraal/status/1419681474526302212",20210726153346,https://twitter.com/an_cabraal/status/1419681474526302212,text/html,200,4X5FM3JOZC6JSVFUFJT5AQB5M2J64KW5,2974,https://web.archive.org/web/20210726153346/https://twitter.com/an_cabraal/status/1419681474526302212,status-1419681474526302212-20210726153346.html,True,"Maintaining its #reputation of honouring debt #SL settled USD 1 bn #ISB today. The #bond investors who panicked due to rating actions and analyst reports and sold off at huge discounts, must be regretting. @FitchRatings @MoodysInvSvc @SPGlobalRatings @CBSL #SriLanka #GoSL",https://twitter.com/an_cabraal/status/1419681474526302212
413,413,"com,twitter)/an_cabraal/status/1439141062975492097",20220312022123,https://twitter.com/an_cabraal/status/1439141062975492097,text/html,200,BMAVGSWYIU7F2C2KAUQXF7OKNBIIO2P6,7956,https://web.archive.org/web/20220312022123/https://twitter.com/an_cabraal/status/1439141062975492097,status-1439141062975492097-20220312022123.html,True,"Getting ready to unveil the Road Map for the SL #Economy for the next 6 months on 1st October. It would cover all key aspects & be in the form of a ""TO DO LIST"". @CBSL #SriLanka #GoSL #roadmappic.twitter.com/D2RKiq41dm I wish you we, sir. SL has great capacity for stupendous growth. Please submit a copy on your Twitter and pin it like the Bible of your journey 

For sure shall read it  Any comments about this matter?  pic.twitter.com/J7OO8n0w0I Daulagala was generally known as the person who was instrumental in covering up Mahendran's frauds.
J P R Karunaratene who replaced her as Board Secretary is a very senior Chartered Accountant and highly respected in the Bank. බයිලා කියලා කියලා , ලොකු ප්ලැන් පෙන්නලා අන්තිමට කරන්නෙ සුපුරැදු සල්ලි අච්චු ගහාන එකයි, ලෝකෙ වටෙන් හිගා කාලා නය ගන්න එකයි. බොරැනම් බලමු තව මාස 6ක් ගිය කල   Task no 1: get rid of person who helped investigate the bond scam Thats on completed list already  What is your plan printing notes  Is that road made of Chinese debts???",https://twitter.com/an_cabraal/status/1439141062975492097
414,414,"com,twitter)/an_cabraal/status/1439838984356597763",20210921044934,https://twitter.com/an_cabraal/status/1439838984356597763,text/html,200,B6YPQEXVWDEMG74TGSS77YICP7JB4DVY,8505,https://web.archive.org/web/20210921044934/https://twitter.com/an_cabraal/status/1439838984356597763,status-1439838984356597763-20210921044934.html,True,"Delighted to receive the expression of unconditional #support from my previous colleagues at the Central Bank. Their words of encouragement are indeed inspiring. @CBSL #SriLanka #CBREOA #encouragementpic.twitter.com/pyyNQxCJZz Glad to have you in CB sir We shall help you to develop scams better than before. හැමෝම කැමති ජෙප්පො අකමැති අධිපති Is Arjuna Mahendra also there????  He also was in that scam. Trying to convince himself that he's worthy scammy Well we will surely find out if this is good or not in two to three years time. Given the economic situation our country is in, I doubt we should tap into any experience of any of these guys... and many currently in office.... Central banks are supposed to be independent to ensure monetary policy doesn’t get corrupted by election minded politicians and their fiscal policies. Appointment of @an_cabraal violates that principle. Therefore I don’t see much for #lka’s future in this appointment. We can see the strategic planning after 8 years  Why dont you celebrate the strategic plans of you with atleast tweeter users. Also why dont you take action on bond scams and recover without printing money",https://twitter.com/an_cabraal/status/1439838984356597763
434,434,"com,twitter)/an_cabraal/status/1446303986005331968/photo/1",20211109140051,https://twitter.com/an_cabraal/status/1446303986005331968/photo/1,text/html,200,DZHLHS3LW2KPSO6XLKRQFVAGANPFTQQG,103186,https://web.archive.org/web/20211109140051/https://twitter.com/an_cabraal/status/1446303986005331968/photo/1,status-1446303986005331968-photo-1-20211109140051.html,True,"Had a very useful Media Briefing yesterday on our “Road Map” launched last week. Thank you to the large number of media friends who participated & @KingslyRathnyka & the team of the President Media Centre who organized this event. @PMDNewsGov @CBSL #SriLankapic.twitter.com/3HzFahH1Sa Full Video:https://www.facebook.com/PMCSriLankaOfficial/videos/827017004634017 … Great sir Where only theory still.? 
Get to Rupees and cents and then we can see if there is any sense. All the best sir, trust on you that you will bring the joy to this land Why this same person holding the same post in his last tenure brought great joy and peace with US $ 6.5 MN from Central Bank coffers without following the process to a guy whose name begins with S...?, made an investment in Greek bonds resulting in a colossal loss for our country ඔබ තුමාටත් බැරිනම් ඕක හදන්න වෙන
කිසි කෙනෙක් නෑ. සුභපැතුම්. වචන වැඩ වලට හරවමු Home and home affair? You have done so many meetings and briefings since a politician became a CB Governor. But no action. No difference between Arjuna Mahendran and you. How many road maps you been giving last 13 year you been CB Governers!!   This road maps are with  bends & shoulder no one knows where it’s had gone , at last as a Nation only maps,,",https://twitter.com/an_cabraal/status/1446303986005331968/photo/1
494,494,"com,twitter)/an_cabraal/status/1459791876400234499",20211114075444,https://twitter.com/an_cabraal/status/1459791876400234499,text/html,200,YRTZPH34DNYM5YLIBZ7EBORLZJ2EWUM6,2603,https://web.archive.org/web/20211114075444/https://twitter.com/an_cabraal/status/1459791876400234499,status-1459791876400234499-20211114075444.html,True,"Securitised Financing Arrangement based on workers’ #remittances Sri Lanka aims to #securitise a max of 10% of converted remittances already being purchased by the @CBSL from banks: this alternative should have been explored in the post-2014 era, without increasing #ISB exposure",https://twitter.com/an_cabraal/status/1459791876400234499
495,495,"com,twitter)/an_cabraal/status/1459799878343692294",20211114082636,https://twitter.com/an_cabraal/status/1459799878343692294,text/html,200,3X7FZGQZS22TYQGU6KHHBZUNSEC4TVF2,2453,https://web.archive.org/web/20211114082636/https://twitter.com/an_cabraal/status/1459799878343692294,status-1459799878343692294-20211114082636.html,True,"Securitised Financing Arrangement based on workers’ #remittances Sri Lanka aims to #securitise a max of 10% of converted remittances already being purchased by the @CBSL from banks: this alternative should have been explored in the post-2014 era, without increasing #ISB exposurepic.twitter.com/ZnNnXY2th3",https://twitter.com/an_cabraal/status/1459799878343692294
496,496,"com,twitter)/an_cabraal/status/1459912482487635971",20211114161002,https://twitter.com/an_cabraal/status/1459912482487635971,text/html,200,M6FRKJBVZVYKKNVZPIGQ53NFLS6JETXQ,3993,https://web.archive.org/web/20211114161002/https://twitter.com/an_cabraal/status/1459912482487635971,status-1459912482487635971-20211114161002.html,True,"ශ්‍රමිකයන්ගේ ප්‍රේෂණ මත පදනම් වූ #සුරැකුම්පත් මූල්‍යකරණ විධිවිධාන මගින් දැනටමත් මහ බැංකුව විසින් බැංකුවලින් මිලදී ගනු ලබන රුපියල් බවට පරිවර්තිත ප්‍රේෂණවලින් උපරිම 10%ක් #සුරැකුම්කරණය කිරීමට අරමුණු කෙරේ. 2014න් පසු කාලය තුල ISB වැඩි නොකර, මෙම විකල්පය ගවේෂණය  කළ යුතුව තිබුණා. @CBSLpic.twitter.com/m9pXNhJs5t",https://twitter.com/an_cabraal/status/1459912482487635971
534,534,"com,twitter)/an_cabraal/status/1471716285088108550",20211217054533,https://twitter.com/an_cabraal/status/1471716285088108550,text/html,200,E7YOSWZOIFQOAQVFI432LSZ3TKCCCPCC,2831,https://web.archive.org/web/20211217054533/https://twitter.com/an_cabraal/status/1471716285088108550,status-1471716285088108550-20211217054533.html,True,"Small volumes of #ISBs seem to be trading at absurdly high yields in the secondary market. But, this doesn't mean #GOSL is paying such #rates. The self-proclaimed guru mistakenly thinks this is the case. Very sad! @CBSL #SriLanka",https://twitter.com/an_cabraal/status/1471716285088108550
535,535,"com,twitter)/an_cabraal/status/1471723217165369347",20211217060758,https://twitter.com/an_cabraal/status/1471723217165369347,text/html,200,WF2NCWDXG2BY3YE6OW3ODPP7H4776PDS,2870,https://web.archive.org/web/20211217060758/https://twitter.com/an_cabraal/status/1471723217165369347,status-1471723217165369347-20211217060758.html,True,"#ISB holders are paid interest only at the coupon rate by #GOSL. In fact, it was in March 2019 that coupon interest #rate Sri Lanka pays on ISBs increased to 7.85% from the low level of 5.125% in 2014. @CBSL #SriLanka",https://twitter.com/an_cabraal/status/1471723217165369347
547,547,"com,twitter)/an_cabraal/status/1478615762432835584",20220105063704,https://twitter.com/an_cabraal/status/1478615762432835584,text/html,200,QQCTDD4LYADCZM2LGORYZPJC4X3ED2QH,7315,https://web.archive.org/web/20220105063704/https://twitter.com/an_cabraal/status/1478615762432835584,status-1478615762432835584-20220105063704.html,True,CBSL has allocated the required #Forex for the USD 500 million #ISB that is  maturing on 18 Jan 22. It's a shame that some #investors lost out becoz of organized negative stories spread by certain vested interests. @CBSL #SriLanka #GoSL,https://twitter.com/an_cabraal/status/1478615762432835584
548,548,"com,twitter)/an_cabraal/status/1478615762432835584",20220123231450,https://twitter.com/an_cabraal/status/1478615762432835584,text/html,200,2EFKA76GEVDVBJ7S5YTWAPW42ZMLSH35,90667,https://web.archive.org/web/20220123231450/https://twitter.com/an_cabraal/status/1478615762432835584,status-1478615762432835584-20220123231450.html,True,"CBSL has allocated the required #Forex for the USD 500 million #ISB that is  maturing on 18 Jan 22. It's a shame that some #investors lost out becoz of organized negative stories spread by certain vested interests. @CBSL #SriLanka #GoSL Investors lost out? They got our of an impending disaster. #lka. Bravo! you guys are all the same , How are u goint to pay balance 5.5 billion USD ? Yes we believe in you as #69L If they are as you say  ""organized negative stories"" why on earth are the banks acting on it. And does the word #gazette lost its meaning in sri lanka? oi oi @an_cabraal. those negative stories are true neh.  Loans + interest settled with Loans, did we or investors get the maths wrong what happen to borrowed money...% in offshore accounts, rest distributed amongst buddies....no returns for the poor who pay tax + your salary..",https://twitter.com/an_cabraal/status/1478615762432835584
549,549,"com,twitter)/an_cabraal/status/1478615762432835584",20220123231454,https://twitter.com/an_cabraal/status/1478615762432835584,text/html,200,ZLQNEZTMNH5CSMA66PPBBFLU36ESSHQU,90665,https://web.archive.org/web/20220123231454/https://twitter.com/an_cabraal/status/1478615762432835584,status-1478615762432835584-20220123231454.html,True,"CBSL has allocated the required #Forex for the USD 500 million #ISB that is  maturing on 18 Jan 22. It's a shame that some #investors lost out becoz of organized negative stories spread by certain vested interests. @CBSL #SriLanka #GoSL Investors lost out? They got our of an impending disaster. #lka. Bravo! you guys are all the same , How are u goint to pay balance 5.5 billion USD ? Yes we believe in you as #69L If they are as you say  ""organized negative stories"" why on earth are the banks acting on it. And does the word #gazette lost its meaning in sri lanka? oi oi @an_cabraal. those negative stories are true neh.  Loans + interest settled with Loans, did we or investors get the maths wrong what happen to borrowed money...% in offshore accounts, rest distributed amongst buddies....no returns for the poor who pay tax + your salary..",https://twitter.com/an_cabraal/status/1478615762432835584
